restaurant_id,city,date,sales,temperature,rainfall,num_events,is_holiday,day_of_week,waste
8,Delhi,2024-04-19,64075.85,31.0,13.1,0,0,Friday,69.17
25,Chennai,2024-06-29,42182.87,24.5,1.9,0,0,Saturday,44.09
7,Delhi,2024-01-29,20211.24,31.7,1.3,0,0,Monday,19.3
4,Mumbai,2024-01-09,30873.5,22.8,1.5,0,0,Tuesday,32.55
6,Delhi,2024-12-24,83154.18,32.4,14.2,1,0,Tuesday,85.06
3,Mumbai,2024-03-27,53260.66,33.7,8.0,0,0,Wednesday,55.83
13,Bengaluru,2024-05-11,78505.11,31.7,13.5,1,0,Saturday,85.21
22,Chennai,2024-07-15,14619.16,32.4,0.4,0,0,Monday,17.31
22,Chennai,2024-04-21,18568.97,24.3,3.1,0,0,Sunday,18.86
18,Kolkata,2024-12-20,20141.96,28.6,12.1,0,0,Friday,22.55
24,Chennai,2024-06-24,72310.96,33.1,5.5,0,0,Monday,74.23
25,Chennai,2024-10-16,43731.99,33.0,6.5,0,0,Wednesday,48.66
3,Mumbai,2024-06-05,54456.18,25.6,69.4,0,0,Wednesday,76.46
7,Delhi,2024-08-29,21344.26,29.6,4.3,0,0,Thursday,24.29
3,Mumbai,2024-03-26,67874.73,31.1,1.7,1,0,Tuesday,68.66
21,Chennai,2024-03-26,21537.34,29.0,0.1,0,0,Tuesday,24.9
10,Delhi,2024-04-30,56248.49,25.3,10.7,0,0,Tuesday,58.36
7,Delhi,2024-05-25,25268.05,37.8,3.3,0,0,Saturday,27.1
23,Chennai,2024-07-18,60755.46,23.2,12.6,0,0,Thursday,62.42
9,Delhi,2024-08-27,77235.52,32.0,11.3,0,0,Tuesday,80.94
21,Chennai,2024-06-10,21964.05,23.8,1.5,0,0,Monday,23.01
19,Kolkata,2024-03-17,74656.69,28.5,5.1,0,0,Sunday,74.75
4,Mumbai,2024-06-15,34591.97,26.0,45.6,0,0,Saturday,48.61
14,Bengaluru,2024-11-24,68590.32,27.8,11.7,0,0,Sunday,72.07
15,Bengaluru,2024-03-11,17873.07,30.8,0.8,0,0,Monday,14.42
13,Bengaluru,2024-02-27,53815.82,33.9,7.3,0,0,Tuesday,59.0
14,Bengaluru,2024-07-06,62638.38,26.4,9.9,0,0,Saturday,67.69
12,Bengaluru,2024-01-20,31421.51,24.7,2.9,0,0,Saturday,31.46
20,Kolkata,2024-12-22,74202.31,26.7,4.4,0,0,Sunday,74.62
20,Kolkata,2024-06-30,69482.19,24.5,9.1,0,0,Sunday,73.24
4,Mumbai,2024-05-10,29993.44,28.0,5.4,0,0,Friday,33.54
24,Chennai,2024-02-27,76536.06,27.1,4.2,0,0,Tuesday,76.64
16,Kolkata,2024-06-10,49965.52,32.5,11.0,0,0,Monday,53.43
15,Bengaluru,2024-01-18,16754.8,30.4,4.1,0,0,Thursday,19.06
1,Mumbai,2024-02-22,20214.69,33.7,3.9,0,0,Thursday,20.03
17,Kolkata,2024-08-05,43148.76,24.0,0.5,0,0,Monday,44.2
20,Kolkata,2024-07-19,63176.62,31.8,5.7,0,0,Friday,64.12
1,Mumbai,2024-06-08,22725.04,26.8,40.6,0,0,Saturday,36.22
19,Kolkata,2024-06-07,69301.9,24.7,13.5,0,0,Friday,71.44
5,Mumbai,2024-05-03,39287.02,22.2,9.7,0,0,Friday,41.46
5,Mumbai,2024-05-05,45886.54,25.8,6.0,1,0,Sunday,46.36
19,Kolkata,2024-09-05,62035.83,28.2,9.3,0,0,Thursday,66.68
15,Bengaluru,2024-12-15,21543.93,27.6,3.9,0,0,Sunday,21.71
18,Kolkata,2024-06-05,19083.61,22.3,12.5,0,0,Wednesday,24.65
11,Bengaluru,2024-07-17,29946.06,29.6,8.2,0,0,Wednesday,30.96
23,Chennai,2024-02-05,62095.83,30.4,4.9,1,0,Monday,61.53
16,Kolkata,2024-03-03,62461.31,29.5,10.5,0,0,Sunday,65.27
8,Delhi,2024-09-23,66372.89,24.6,2.0,0,0,Monday,68.88
2,Mumbai,2024-03-11,31986.03,22.6,14.9,0,0,Monday,39.71
19,Kolkata,2024-06-26,73313.96,22.5,14.4,0,0,Wednesday,78.46
11,Bengaluru,2024-08-06,27341.63,27.6,14.5,0,0,Tuesday,28.63
5,Mumbai,2024-05-04,45057.29,24.3,12.1,0,0,Saturday,47.03
8,Delhi,2024-08-06,62859.9,29.9,4.2,0,0,Tuesday,65.87
25,Chennai,2024-04-05,41814.81,24.1,14.4,0,0,Friday,44.84
21,Chennai,2024-05-27,20766.34,30.7,1.7,0,0,Monday,20.54
21,Chennai,2024-05-06,20205.12,33.3,9.4,0,0,Monday,24.58
13,Bengaluru,2024-12-01,61937.49,22.5,6.2,0,0,Sunday,62.82
3,Mumbai,2024-08-29,58749.06,28.5,12.5,0,0,Thursday,61.19
4,Mumbai,2024-05-20,31453.26,30.0,14.6,0,0,Monday,36.97
9,Delhi,2024-01-24,86325.01,28.4,7.1,1,0,Wednesday,88.51
7,Delhi,2024-05-26,25065.77,36.8,4.3,0,0,Sunday,27.34
17,Kolkata,2024-07-24,40821.02,25.2,9.0,0,0,Wednesday,44.97
6,Delhi,2024-11-24,95742.48,32.9,4.5,0,0,Sunday,99.66
15,Bengaluru,2024-12-09,17570.91,24.4,14.8,0,0,Monday,22.51
5,Mumbai,2024-02-03,37524.41,22.9,13.9,0,0,Saturday,44.11
13,Bengaluru,2024-06-02,62029.71,27.5,6.3,0,0,Sunday,65.09
12,Bengaluru,2024-08-19,27707.59,28.4,10.0,1,0,Monday,32.06
7,Delhi,2024-08-14,22415.14,31.1,6.7,0,0,Wednesday,23.97
15,Bengaluru,2024-03-02,21286.49,30.2,3.7,0,0,Saturday,18.49
1,Mumbai,2024-12-23,20533.78,26.9,11.0,0,0,Monday,23.26
15,Bengaluru,2024-04-28,19993.88,27.0,0.9,0,0,Sunday,21.77
19,Kolkata,2024-02-25,75045.07,27.4,12.1,0,0,Sunday,77.34
24,Chennai,2024-01-30,70165.4,33.4,14.1,0,0,Tuesday,78.81
6,Delhi,2024-09-19,71991.12,29.1,4.6,0,0,Thursday,74.62
6,Delhi,2024-07-04,83987.69,22.4,5.4,0,0,Thursday,85.22
23,Chennai,2024-08-15,68503.46,33.8,6.0,1,1,Thursday,71.07
21,Chennai,2024-03-05,19287.29,31.5,12.6,0,0,Tuesday,22.57
1,Mumbai,2024-07-06,25671.61,29.9,42.2,0,0,Saturday,38.19
18,Kolkata,2024-01-21,21357.01,32.7,8.4,0,0,Sunday,26.54
10,Delhi,2024-12-27,62348.16,23.7,12.5,0,0,Friday,66.83
10,Delhi,2024-05-12,72720.63,43.8,2.7,0,0,Sunday,74.04
23,Chennai,2024-11-23,57792.4,32.4,10.9,0,0,Saturday,61.52
4,Mumbai,2024-10-10,28673.29,25.6,8.8,0,0,Thursday,30.34
25,Chennai,2024-10-02,38189.77,26.8,14.2,0,1,Wednesday,44.75
2,Mumbai,2024-02-17,32615.85,25.5,9.5,0,0,Saturday,38.02
14,Bengaluru,2024-10-06,58673.89,30.6,13.8,0,0,Sunday,61.44
14,Bengaluru,2024-05-19,63358.41,22.7,6.9,0,0,Sunday,63.19
10,Delhi,2024-02-12,57279.63,29.3,8.5,0,0,Monday,57.1
10,Delhi,2024-11-08,64898.02,25.4,8.8,0,0,Friday,65.98
9,Delhi,2024-09-04,72836.06,26.3,9.1,0,0,Wednesday,74.06
21,Chennai,2024-02-28,19054.76,22.2,6.3,0,0,Wednesday,22.09
25,Chennai,2024-04-07,44320.82,32.4,13.7,0,0,Sunday,47.69
18,Kolkata,2024-09-03,19052.62,30.8,6.5,0,0,Tuesday,22.06
1,Mumbai,2024-09-13,20798.57,26.5,32.6,0,0,Friday,33.11
20,Kolkata,2024-02-08,61974.23,33.1,3.8,0,0,Thursday,65.01
1,Mumbai,2024-07-19,22449.89,31.5,73.6,0,0,Friday,45.25
7,Delhi,2024-02-09,20411.18,23.5,5.5,0,0,Friday,23.52
13,Bengaluru,2024-12-17,51652.09,31.1,9.7,0,0,Tuesday,55.39
5,Mumbai,2024-10-30,37161.8,30.4,1.1,0,0,Wednesday,37.14
12,Bengaluru,2024-07-29,22861.85,31.2,14.0,0,0,Monday,29.93
23,Chennai,2024-03-27,52140.0,25.1,14.8,0,0,Wednesday,53.35
5,Mumbai,2024-04-18,37466.27,30.8,2.4,0,0,Thursday,38.77
1,Mumbai,2024-01-25,20182.57,22.5,5.2,0,0,Thursday,20.65
22,Chennai,2024-11-08,14687.12,32.1,5.2,0,0,Friday,19.55
3,Mumbai,2024-12-22,58027.26,31.6,7.9,0,0,Sunday,59.88
13,Bengaluru,2024-10-09,56467.61,22.6,4.3,0,0,Wednesday,59.4
8,Delhi,2024-05-12,71759.02,43.8,5.3,0,0,Sunday,74.02
25,Chennai,2024-05-30,43682.98,30.7,14.7,0,0,Thursday,49.35
10,Delhi,2024-04-14,79777.36,23.9,13.1,1,0,Sunday,86.75
10,Delhi,2024-09-22,76904.79,31.1,9.3,0,0,Sunday,77.1
23,Chennai,2024-11-14,55650.8,27.4,13.4,0,0,Thursday,58.9
8,Delhi,2024-10-06,75658.99,29.4,6.6,0,0,Sunday,74.61
7,Delhi,2024-04-25,20931.1,33.6,9.3,0,0,Thursday,27.31
20,Kolkata,2024-04-03,64765.08,28.3,12.0,0,0,Wednesday,68.18
9,Delhi,2024-11-02,93931.7,28.3,7.9,0,0,Saturday,93.74
12,Bengaluru,2024-05-06,24168.9,33.3,11.4,0,0,Monday,27.76
4,Mumbai,2024-07-30,34085.49,28.3,28.0,0,0,Tuesday,43.43
2,Mumbai,2024-11-25,28981.13,23.8,5.4,0,0,Monday,29.98
18,Kolkata,2024-11-05,22097.96,28.9,3.5,0,0,Tuesday,24.07
11,Bengaluru,2024-04-02,29469.18,25.7,11.3,0,0,Tuesday,35.36
4,Mumbai,2024-05-09,34038.16,32.6,4.1,0,0,Thursday,34.97
6,Delhi,2024-06-18,76565.83,36.2,8.1,0,0,Tuesday,77.51
1,Mumbai,2024-10-03,22991.01,33.4,14.5,0,0,Thursday,27.74
16,Kolkata,2024-05-04,56652.24,23.6,8.5,0,0,Saturday,58.18
17,Kolkata,2024-01-20,59077.96,23.3,8.7,1,0,Saturday,58.23
22,Chennai,2024-11-25,17169.94,27.7,1.5,0,0,Monday,20.31
10,Delhi,2024-12-09,65823.48,23.4,11.7,0,0,Monday,70.07
22,Chennai,2024-09-25,17046.65,24.4,0.7,0,0,Wednesday,19.96
14,Bengaluru,2024-01-21,60494.13,31.4,10.3,0,0,Sunday,61.39
25,Chennai,2024-03-29,39833.85,25.1,10.5,0,0,Friday,39.45
12,Bengaluru,2024-04-01,27873.77,31.7,8.8,1,0,Monday,25.23
20,Kolkata,2024-12-08,68363.93,28.1,4.6,0,0,Sunday,68.09
4,Mumbai,2024-02-09,30077.34,25.4,14.8,0,0,Friday,32.06
8,Delhi,2024-07-24,63947.54,28.0,10.2,0,0,Wednesday,67.92
19,Kolkata,2024-09-01,81973.69,26.8,3.2,0,0,Sunday,80.63
18,Kolkata,2024-06-17,21345.44,24.2,8.8,0,0,Monday,20.1
3,Mumbai,2024-07-29,57172.93,25.4,47.3,0,0,Monday,72.66
21,Chennai,2024-08-24,22451.4,31.0,9.8,0,0,Saturday,28.02
25,Chennai,2024-06-05,39074.46,29.5,9.9,0,0,Wednesday,44.87
22,Chennai,2024-10-07,17379.72,31.5,0.4,0,0,Monday,19.56
14,Bengaluru,2024-06-26,54589.42,33.1,12.4,0,0,Wednesday,59.4
11,Bengaluru,2024-10-02,29259.3,28.8,0.4,0,1,Wednesday,30.16
21,Chennai,2024-02-15,20504.64,25.3,4.2,0,0,Thursday,23.29
7,Delhi,2024-07-07,23582.41,29.5,9.3,0,0,Sunday,26.44
1,Mumbai,2024-04-25,20998.95,28.7,1.2,0,0,Thursday,21.96
20,Kolkata,2024-05-08,84061.14,31.3,0.3,1,0,Wednesday,81.09
25,Chennai,2024-12-09,41307.07,26.2,10.3,0,0,Monday,42.77
9,Delhi,2024-07-10,74662.04,23.4,13.6,0,0,Wednesday,82.05
12,Bengaluru,2024-08-20,24608.65,27.4,8.1,0,0,Tuesday,26.86
24,Chennai,2024-04-24,76669.39,23.6,8.4,0,0,Wednesday,80.15
20,Kolkata,2024-11-30,72953.43,30.1,5.5,0,0,Saturday,76.33
8,Delhi,2024-09-14,80443.4,24.2,7.2,0,0,Saturday,78.75
11,Bengaluru,2024-06-11,28749.02,22.2,6.3,0,0,Tuesday,30.55
25,Chennai,2024-01-04,40765.06,27.7,8.6,0,0,Thursday,42.75
13,Bengaluru,2024-11-03,54967.54,26.2,3.4,0,0,Sunday,55.05
23,Chennai,2024-02-27,53494.79,23.4,4.5,0,0,Tuesday,55.67
11,Bengaluru,2024-05-22,29548.33,32.1,3.3,0,0,Wednesday,28.1
10,Delhi,2024-08-30,62415.22,24.9,7.5,0,0,Friday,66.02
11,Bengaluru,2024-06-14,26871.44,31.9,1.2,0,0,Friday,29.57
21,Chennai,2024-10-31,22752.72,30.6,10.3,1,0,Thursday,29.79
21,Chennai,2024-08-21,22208.63,27.0,9.1,0,0,Wednesday,22.63
14,Bengaluru,2024-02-22,68929.28,30.2,4.5,1,0,Thursday,70.29
6,Delhi,2024-04-26,82304.4,33.5,12.2,0,0,Friday,86.72
21,Chennai,2024-09-29,27995.64,32.9,6.7,1,0,Sunday,26.99
19,Kolkata,2024-09-28,74936.38,25.0,1.8,0,0,Saturday,77.27
15,Bengaluru,2024-07-30,19793.0,25.5,12.9,0,0,Tuesday,22.67
10,Delhi,2024-07-13,69655.88,33.2,8.1,0,0,Saturday,70.24
5,Mumbai,2024-05-26,37672.67,28.7,8.1,0,0,Sunday,39.52
17,Kolkata,2024-11-17,46279.45,32.9,8.3,0,0,Sunday,46.35
17,Kolkata,2024-01-02,45659.2,31.3,11.3,0,0,Tuesday,48.01
13,Bengaluru,2024-10-12,61518.63,33.6,12.5,0,0,Saturday,67.48
14,Bengaluru,2024-07-20,59794.18,32.8,12.7,0,0,Saturday,64.61
24,Chennai,2024-09-07,85746.75,27.9,10.4,0,0,Saturday,89.64
14,Bengaluru,2024-01-04,54142.99,25.7,6.6,0,0,Thursday,57.46
6,Delhi,2024-12-30,80162.9,25.1,3.5,0,0,Monday,81.59
22,Chennai,2024-10-16,14946.36,27.5,1.1,0,0,Wednesday,15.92
14,Bengaluru,2024-12-21,62178.52,31.9,9.9,0,0,Saturday,62.34
2,Mumbai,2024-07-10,30434.21,31.6,53.4,0,0,Wednesday,45.59
19,Kolkata,2024-04-08,61942.08,25.0,2.3,0,0,Monday,61.6
22,Chennai,2024-02-13,15589.25,31.9,6.1,0,0,Tuesday,17.75
4,Mumbai,2024-04-19,41779.66,24.7,3.2,1,0,Friday,39.91
16,Kolkata,2024-12-12,52880.84,23.1,13.3,0,0,Thursday,53.06
17,Kolkata,2024-07-23,41696.16,27.2,10.8,0,0,Tuesday,45.03
5,Mumbai,2024-02-16,39327.73,28.6,5.6,0,0,Friday,38.72
11,Bengaluru,2024-06-18,28895.62,26.2,9.9,0,0,Tuesday,32.83
11,Bengaluru,2024-03-13,27105.91,29.2,3.9,0,0,Wednesday,24.24
24,Chennai,2024-04-30,68600.33,27.2,0.2,0,0,Tuesday,69.32
9,Delhi,2024-10-10,81927.94,33.3,9.6,0,0,Thursday,82.45
10,Delhi,2024-12-02,61673.42,33.1,12.9,0,0,Monday,66.74
19,Kolkata,2024-11-27,65820.52,25.2,0.3,0,0,Wednesday,65.85
19,Kolkata,2024-12-01,75640.52,28.0,4.9,0,0,Sunday,75.68
1,Mumbai,2024-09-23,22461.32,27.1,32.1,0,0,Monday,35.36
4,Mumbai,2024-02-12,30496.98,28.3,6.7,0,0,Monday,31.91
9,Delhi,2024-08-22,82270.46,22.4,8.6,0,0,Thursday,83.93
20,Kolkata,2024-09-08,81260.55,25.8,7.5,0,0,Sunday,83.82
11,Bengaluru,2024-03-11,31266.08,31.0,2.2,0,0,Monday,33.64
6,Delhi,2024-03-20,69634.37,26.2,4.8,0,0,Wednesday,71.36
17,Kolkata,2024-07-21,59519.04,25.4,1.0,1,0,Sunday,63.6
8,Delhi,2024-04-08,75231.37,26.4,11.9,1,0,Monday,74.95
2,Mumbai,2024-10-17,29501.28,28.4,8.5,0,0,Thursday,32.08
20,Kolkata,2024-08-08,65100.47,33.7,4.4,0,0,Thursday,69.17
24,Chennai,2024-08-30,69642.45,24.1,3.6,0,0,Friday,75.33
3,Mumbai,2024-09-23,52201.67,25.3,60.7,0,0,Monday,69.27
17,Kolkata,2024-10-24,46010.27,26.7,1.9,0,0,Thursday,44.84
8,Delhi,2024-09-29,81609.84,32.9,1.5,0,0,Sunday,81.57
23,Chennai,2024-12-01,68807.44,23.4,1.6,0,0,Sunday,70.03
4,Mumbai,2024-05-19,36947.68,26.9,8.2,0,0,Sunday,38.3
6,Delhi,2024-11-17,85848.54,24.1,9.0,0,0,Sunday,91.87
18,Kolkata,2024-12-12,24683.14,33.1,6.2,1,0,Thursday,25.48
24,Chennai,2024-03-22,68543.72,26.7,4.9,0,0,Friday,72.14
14,Bengaluru,2024-11-29,57470.32,29.1,9.7,0,0,Friday,58.97
6,Delhi,2024-12-22,85546.9,31.7,11.9,0,0,Sunday,86.27
4,Mumbai,2024-02-06,31138.07,32.9,5.4,0,0,Tuesday,32.27
14,Bengaluru,2024-09-03,54996.86,25.8,5.8,0,0,Tuesday,58.2
4,Mumbai,2024-07-24,34102.75,28.3,28.1,0,0,Wednesday,41.02
5,Mumbai,2024-06-12,37625.0,31.5,24.4,0,0,Wednesday,47.51
18,Kolkata,2024-10-27,22732.11,24.3,5.5,0,0,Sunday,23.64
5,Mumbai,2024-02-28,38398.71,25.1,1.2,0,0,Wednesday,38.31
25,Chennai,2024-07-09,50112.66,25.5,13.3,1,0,Tuesday,54.24
1,Mumbai,2024-12-24,20758.85,30.7,5.4,0,0,Tuesday,23.02
1,Mumbai,2024-05-18,24667.06,29.9,1.7,0,0,Saturday,26.8
1,Mumbai,2024-10-26,24293.89,22.8,3.2,0,0,Saturday,26.51
5,Mumbai,2024-04-02,35511.81,23.6,7.5,0,0,Tuesday,39.59
14,Bengaluru,2024-12-07,66128.13,30.6,4.1,0,0,Saturday,67.49
2,Mumbai,2024-01-17,31918.96,32.9,3.4,0,0,Wednesday,28.69
20,Kolkata,2024-02-27,62795.59,31.1,13.2,0,0,Tuesday,66.82
19,Kolkata,2024-12-28,80745.51,28.4,13.8,0,0,Saturday,82.22
14,Bengaluru,2024-04-09,68168.99,24.9,12.9,1,0,Tuesday,72.44
22,Chennai,2024-12-31,16575.57,28.0,3.0,0,0,Tuesday,15.12
21,Chennai,2024-02-06,22572.59,25.4,9.5,0,0,Tuesday,26.03
25,Chennai,2024-02-06,43396.96,31.8,12.0,0,0,Tuesday,47.76
23,Chennai,2024-05-14,53800.45,29.9,0.5,0,0,Tuesday,55.07
23,Chennai,2024-11-07,60569.6,26.5,12.9,0,0,Thursday,63.57
16,Kolkata,2024-01-09,50741.67,22.5,5.5,0,0,Tuesday,48.0
20,Kolkata,2024-08-17,78806.36,29.4,0.2,0,0,Saturday,77.0
24,Chennai,2024-01-21,89697.32,27.1,0.2,0,0,Sunday,89.71
8,Delhi,2024-06-08,84885.0,44.7,0.4,1,0,Saturday,82.49
6,Delhi,2024-04-12,80056.53,22.2,8.2,0,0,Friday,81.59
17,Kolkata,2024-10-18,39419.93,26.3,4.4,0,0,Friday,40.0
9,Delhi,2024-11-04,79814.63,22.0,9.9,0,0,Monday,84.8
9,Delhi,2024-07-31,70077.44,23.0,3.2,0,0,Wednesday,72.73
12,Bengaluru,2024-05-17,23151.56,24.2,6.0,0,0,Friday,21.28
23,Chennai,2024-05-30,56899.51,32.4,9.8,0,0,Thursday,58.76
11,Bengaluru,2024-05-27,30777.22,23.1,6.2,0,0,Monday,28.7
24,Chennai,2024-09-08,93624.25,24.2,2.4,1,0,Sunday,94.44
16,Kolkata,2024-11-01,58088.19,29.2,6.5,1,1,Friday,58.33
12,Bengaluru,2024-05-08,27039.02,25.2,10.7,0,0,Wednesday,32.23
12,Bengaluru,2024-05-26,31837.88,27.6,0.4,0,0,Sunday,30.99
3,Mumbai,2024-03-05,49157.24,29.7,8.9,0,0,Tuesday,51.75
7,Delhi,2024-08-08,20314.1,27.0,5.9,0,0,Thursday,23.19
3,Mumbai,2024-02-23,56536.87,26.7,10.0,0,0,Friday,61.7
9,Delhi,2024-08-18,94219.73,25.8,2.4,0,0,Sunday,97.6
1,Mumbai,2024-05-03,19910.8,31.3,1.3,0,0,Friday,17.5
6,Delhi,2024-12-08,113652.62,33.7,2.6,1,0,Sunday,112.29
20,Kolkata,2024-12-30,63316.42,32.3,7.3,0,0,Monday,66.22
20,Kolkata,2024-10-29,69332.27,23.0,8.0,0,0,Tuesday,71.57
24,Chennai,2024-03-25,85641.53,33.5,12.1,1,0,Monday,91.56
12,Bengaluru,2024-11-10,31591.79,29.7,0.9,0,0,Sunday,33.74
3,Mumbai,2024-06-27,59298.94,27.3,43.9,0,0,Thursday,71.85
7,Delhi,2024-04-23,19669.47,31.5,5.1,0,0,Tuesday,22.97
25,Chennai,2024-02-19,37466.87,24.1,0.9,0,0,Monday,39.62
10,Delhi,2024-12-06,57337.49,31.9,14.4,0,0,Friday,62.5
4,Mumbai,2024-06-08,36881.16,26.9,64.3,0,0,Saturday,57.01
13,Bengaluru,2024-03-07,51569.34,28.6,2.2,0,0,Thursday,49.13
4,Mumbai,2024-03-21,33565.55,23.7,11.4,0,0,Thursday,35.01
13,Bengaluru,2024-09-17,47388.28,32.1,9.9,0,0,Tuesday,50.45
10,Delhi,2024-12-22,71160.68,22.3,3.0,0,0,Sunday,72.88
2,Mumbai,2024-03-17,36903.87,26.9,3.9,0,0,Sunday,33.94
22,Chennai,2024-03-19,14762.97,26.5,10.6,0,0,Tuesday,20.88
4,Mumbai,2024-10-28,31017.14,27.7,11.0,0,0,Monday,33.0
4,Mumbai,2024-12-25,29103.44,29.8,14.9,0,1,Wednesday,34.34
18,Kolkata,2024-01-10,22132.64,30.7,3.8,0,0,Wednesday,22.55
3,Mumbai,2024-11-18,56661.31,26.2,11.4,0,0,Monday,58.98
17,Kolkata,2024-02-23,46237.68,29.7,3.9,0,0,Friday,45.6
9,Delhi,2024-12-13,92922.89,24.4,13.9,1,0,Friday,98.3
22,Chennai,2024-03-22,18051.42,29.2,10.3,1,0,Friday,16.19
11,Bengaluru,2024-02-09,31293.61,29.9,4.3,0,0,Friday,32.14
11,Bengaluru,2024-04-09,26788.15,29.4,5.0,0,0,Tuesday,28.24
3,Mumbai,2024-07-16,58597.16,25.3,77.1,0,0,Tuesday,81.6
24,Chennai,2024-05-27,65224.81,32.8,11.5,0,0,Monday,68.71
20,Kolkata,2024-08-11,71747.95,29.5,13.6,0,0,Sunday,73.9
5,Mumbai,2024-12-31,36733.35,33.0,9.0,0,0,Tuesday,39.47
9,Delhi,2024-01-01,89795.1,33.2,8.5,1,0,Monday,94.0
24,Chennai,2024-06-29,87890.96,27.6,11.4,0,0,Saturday,89.17
12,Bengaluru,2024-07-14,27996.66,31.8,6.0,0,0,Sunday,31.49
10,Delhi,2024-09-09,61215.78,29.0,5.3,0,0,Monday,64.18
16,Kolkata,2024-04-18,54482.14,31.3,14.3,0,0,Thursday,59.0
23,Chennai,2024-04-02,58324.69,23.5,12.7,0,0,Tuesday,64.3
17,Kolkata,2024-07-30,43516.45,30.7,9.3,0,0,Tuesday,48.5
23,Chennai,2024-01-06,63939.76,22.9,6.2,0,0,Saturday,65.22
6,Delhi,2024-06-30,83055.19,42.6,3.8,0,0,Sunday,82.67
21,Chennai,2024-12-22,22003.02,29.0,14.8,0,0,Sunday,26.01
19,Kolkata,2024-10-28,63030.06,30.7,7.5,0,0,Monday,65.09
9,Delhi,2024-10-18,72904.93,29.9,1.5,0,0,Friday,74.8
8,Delhi,2024-02-14,72249.64,23.5,10.2,0,0,Wednesday,74.1
9,Delhi,2024-12-02,95229.5,23.4,8.2,1,0,Monday,97.52
14,Bengaluru,2024-06-19,54266.51,28.9,10.3,0,0,Wednesday,54.78
22,Chennai,2024-02-08,16700.14,27.1,9.9,0,0,Thursday,22.94
19,Kolkata,2024-05-26,75648.28,30.0,7.3,0,0,Sunday,79.07
1,Mumbai,2024-01-07,24459.72,23.2,11.6,0,0,Sunday,31.1
9,Delhi,2024-02-22,75835.04,29.0,2.6,0,0,Thursday,77.14
10,Delhi,2024-03-08,56975.84,27.6,8.3,0,0,Friday,56.09
14,Bengaluru,2024-01-17,60121.65,25.9,8.1,0,0,Wednesday,57.91
6,Delhi,2024-04-23,71898.16,33.9,9.7,0,0,Tuesday,74.12
17,Kolkata,2024-11-09,44931.75,27.8,5.0,0,0,Saturday,47.31
16,Kolkata,2024-01-10,48406.65,25.8,12.9,0,0,Wednesday,55.48
5,Mumbai,2024-06-20,34521.78,29.6,45.4,0,0,Thursday,47.33
4,Mumbai,2024-02-13,38892.33,24.2,10.4,1,0,Tuesday,43.26
22,Chennai,2024-03-30,19534.14,22.2,14.4,0,0,Saturday,25.06
18,Kolkata,2024-09-21,29165.36,33.4,10.7,1,0,Saturday,30.42
6,Delhi,2024-08-28,75546.81,30.2,8.2,0,0,Wednesday,79.94
9,Delhi,2024-07-25,68901.0,27.2,10.7,0,0,Thursday,72.19
15,Bengaluru,2024-02-06,17411.79,29.2,12.3,0,0,Tuesday,21.65
18,Kolkata,2024-08-03,26833.98,25.8,7.4,1,0,Saturday,26.99
19,Kolkata,2024-12-30,65408.35,32.3,10.2,0,0,Monday,65.54
7,Delhi,2024-02-16,20194.15,33.5,4.2,0,0,Friday,25.41
5,Mumbai,2024-01-11,33215.84,30.3,0.8,0,0,Thursday,31.89
23,Chennai,2024-04-21,60699.11,33.5,4.6,0,0,Sunday,62.04
6,Delhi,2024-02-29,76475.36,22.7,3.8,0,0,Thursday,77.59
10,Delhi,2024-05-21,60073.11,40.3,0.3,0,0,Tuesday,61.94
18,Kolkata,2024-03-16,24663.29,31.7,12.7,0,0,Saturday,26.21
18,Kolkata,2024-07-15,19778.7,28.1,1.9,0,0,Monday,21.33
11,Bengaluru,2024-02-15,30516.63,25.0,12.4,0,0,Thursday,34.85
6,Delhi,2024-07-10,79405.7,32.0,1.3,0,0,Wednesday,80.35
11,Bengaluru,2024-12-26,27008.23,32.0,6.7,0,0,Thursday,33.36
22,Chennai,2024-09-26,17286.54,23.8,11.2,0,0,Thursday,24.85
20,Kolkata,2024-10-05,73983.13,32.9,3.2,0,0,Saturday,75.43
22,Chennai,2024-04-18,16233.17,33.1,9.3,0,0,Thursday,19.17
8,Delhi,2024-04-06,82711.64,22.5,0.4,0,0,Saturday,83.18
4,Mumbai,2024-02-02,41399.55,32.3,9.2,1,0,Friday,43.3
16,Kolkata,2024-03-08,49816.33,24.1,5.1,0,0,Friday,53.44
25,Chennai,2024-08-11,42876.1,28.3,10.4,0,0,Sunday,47.96
5,Mumbai,2024-12-21,41098.03,22.9,4.0,0,0,Saturday,40.32
18,Kolkata,2024-01-23,21074.54,29.5,3.7,0,0,Tuesday,20.97
17,Kolkata,2024-12-09,45695.4,29.3,6.9,0,0,Monday,47.05
12,Bengaluru,2024-10-19,26352.16,30.3,12.2,0,0,Saturday,30.32
25,Chennai,2024-01-01,40275.22,31.0,10.7,0,0,Monday,41.08
12,Bengaluru,2024-04-28,27440.51,27.6,4.7,0,0,Sunday,25.81
13,Bengaluru,2024-10-04,56580.6,28.2,4.2,0,0,Friday,57.91
4,Mumbai,2024-05-18,39699.75,32.8,12.5,0,0,Saturday,46.81
15,Bengaluru,2024-12-18,18245.34,31.6,0.4,0,0,Wednesday,18.0
25,Chennai,2024-08-04,48072.05,27.9,13.0,0,0,Sunday,53.5
